community_area,primary type,total_crimes,features,prediction
30,313,22,[30.0],4
7,1506,47,[7.0],2
23,1780,33,[23.0],4
10,1480,2,[10.0],2
42,3800,1,[42.0],0
31,281,57,[31.0],3
17,454,74,[17.0],1
36,1210,27,[36.0],3
22,1812,42,[22.0],4
29,1790,9,[29.0],4
27,5007,7,[27.0],4
28,330,116,[28.0],4
22,1710,17,[22.0],4
35,630,36,[35.0],3
37,265,33,[37.0],3
40,1812,20,[40.0],3
43,5011,10,[43.0],0
6,2028,58,[6.0],2
9,930,107,[9.0],2
18,453,3,[18.0],1
40,430,42,[40.0],3
32,051A,55,[32.0],3
10,2014,12,[10.0],2
11,326,22,[11.0],1
16,1121,30,[16.0],1
10,4210,2,[10.0],2
42,5001,30,[42.0],0
19,1020,7,[19.0],1
6,1754,36,[6.0],2
6,2021,10,[6.0],2
42,141A,3,[42.0],0
49,1155,7,[49.0],0
31,520,67,[31.0],3
31,1240,2,[31.0],3
2,1570,40,[2.0],2
48,4510,1,[48.0],0
12,334,7,[12.0],1
31,915,33,[31.0],3
47,420,7,[47.0],0
50,3710,5,[50.0],0
26,1245,2,[26.0],4
9,501A,23,[9.0],2
3,650,25,[3.0],2
7,1020,32,[7.0],2
48,143A,22,[48.0],0
43,4650,4,[43.0],0
25,5093,3,[25.0],4
24,4255,4,[24.0],4
34,483,8,[34.0],3
28,479,27,[28.0],4
22,2026,11,[22.0],4
39,2027,8,[39.0],3
48,4625,18,[48.0],0
25,1752,53,[25.0],4
33,313,14,[33.0],3
23,1478,29,[23.0],4
10,1754,39,[10.0],2
28,917,15,[28.0],4
13,545,16,[13.0],1
5,1753,13,[5.0],2
23,2851,4,[23.0],4
35,1205,1,[35.0],3
42,1200,12,[42.0],0
48,340,25,[48.0],0
8,1752,32,[8.0],2
46,1242,13,[46.0],0
6,4230,5,[6.0],2
24,2015,9,[24.0],4
7,051B,16,[7.0],2
20,1562,56,[20.0],1
16,555,6,[16.0],1
38,1725,2,[38.0],3
37,555,3,[37.0],3
21,4510,4,[21.0],4
37,5112,3,[37.0],3
8,850,25,[8.0],2
27,1512,6,[27.0],4
25,935,6,[25.0],4
43,5002,12,[43.0],0
30,495,13,[30.0],4
36,2900,2,[36.0],3
44,920,37,[44.0],0
15,5007,9,[15.0],1
13,3750,1,[13.0],1
32,915,33,[32.0],3
19,2024,10,[19.0],1
16,2900,5,[16.0],1
40,1792,4,[40.0],3
13,266,30,[13.0],1
3,558,8,[3.0],2
19,915,12,[19.0],1
43,334,2,[43.0],0
47,2090,5,[47.0],0
7,583,5,[7.0],2
36,870,42,[36.0],3
37,497,118,[37.0],3
40,1310,581,[40.0],3
17,1121,49,[17.0],1
22,1121,12,[22.0],4
5,330,74,[5.0],2
5,1155,22,[5.0],2
10,650,18,[10.0],2
7,2022,22,[7.0],2
0,560,889,[0.0],2
44,430,84,[44.0],0
33,420,31,[33.0],3
37,2013,4,[37.0],3
27,850,50,[27.0],4
39,1121,12,[39.0],3
29,462,6,[29.0],4
32,1195,8,[32.0],3
29,440,6,[29.0],4
8,1151,4,[8.0],2
29,3710,31,[29.0],4
21,865,5,[21.0],4
32,554,8,[32.0],3
2,1140,21,[2.0],2
16,1790,22,[16.0],1
35,1151,2,[35.0],3
35,2850,4,[35.0],3
9,2031,5,[9.0],2
4,051B,7,[4.0],2
13,1751,27,[13.0],1
45,1155,9,[45.0],0
1,1220,14,[1.0],2
50,141A,16,[50.0],0
33,440,6,[33.0],3
3,3730,12,[3.0],2
32,1110,36,[32.0],3
17,2023,13,[17.0],1
43,033A,11,[43.0],0
21,1170,6,[21.0],4
15,1710,20,[15.0],1
33,1590,1,[33.0],3
9,486,3009,[9.0],2
5,890,663,[5.0],2
27,860,1137,[27.0],4
29,486,2660,[29.0],4
16,1822,163,[16.0],1
8,860,731,[8.0],2
5,1310,1430,[5.0],2
16,031A,455,[16.0],1
21,1792,6,[21.0],4
13,860,752,[13.0],1
27,610,708,[27.0],4
26,1310,737,[26.0],4
3,620,292,[3.0],2
35,031A,199,[35.0],3
47,820,1297,[47.0],0
15,1320,1106,[15.0],1
30,1150,103,[30.0],4
48,1310,412,[48.0],0
32,1330,209,[32.0],3
8,1360,90,[8.0],2
20,1153,751,[20.0],1
28,1152,137,[28.0],4
1,560,612,[1.0],2
22,1330,96,[22.0],4
10,485,7,[10.0],2
27,2020,5,[27.0],4
43,560,309,[43.0],0
4,033A,36,[4.0],2
2,4510,1,[2.0],2
24,620,436,[24.0],4
27,2027,680,[27.0],4
43,1152,138,[43.0],0
28,820,2601,[28.0],4
50,935,1,[50.0],0
27,031A,648,[27.0],4
15,041A,305,[15.0],1
27,880,65,[27.0],4
21,500N,2,[21.0],4
49,430,75,[49.0],0
9,1822,97,[9.0],2
39,1150,106,[39.0],3
25,2210,6,[25.0],4
35,1210,35,[35.0],3
40,1320,616,[40.0],3
2,031A,487,[2.0],2
16,143A,581,[16.0],1
5,031A,470,[5.0],2
1,870,166,[1.0],2
21,5111,28,[21.0],4
25,420,50,[25.0],4
21,1563,41,[21.0],4
25,340,26,[25.0],4
29,470,128,[29.0],4
19,860,196,[19.0],1
18,1121,18,[18.0],1
23,430,47,[23.0],4
20,2825,322,[20.0],1
45,143A,20,[45.0],0
29,273,1,[29.0],4
9,1195,15,[9.0],2
38,1320,633,[38.0],3
18,5011,23,[18.0],1
22,870,21,[22.0],4
40,545,13,[40.0],3
48,870,60,[48.0],0
8,1564,3,[8.0],2
7,1477,60,[7.0],2
15,502P,108,[15.0],1
7,1811,532,[7.0],2
41,915,8,[41.0],0
48,1305,29,[48.0],0
42,1242,73,[42.0],0
24,1121,60,[24.0],4
4,5000,41,[4.0],2
28,2018,94,[28.0],4
1,1121,70,[1.0],2
33,610,308,[33.0],3
42,454,117,[42.0],0
38,1152,61,[38.0],3
48,1122,18,[48.0],0
44,1210,84,[44.0],0
7,2018,4,[7.0],2
6,1350,118,[6.0],2
8,530,116,[8.0],2
10,1210,27,[10.0],2
30,1751,29,[30.0],4
7,4210,3,[7.0],2
17,1754,39,[17.0],1
38,1156,48,[38.0],3
13,2093,19,[13.0],1
29,325,32,[29.0],4
18,930,65,[18.0],1
26,5002,49,[26.0],4
6,496,115,[6.0],2
28,450,4,[28.0],4
24,330,104,[24.0],4
5,1811,408,[5.0],2
28,502R,126,[28.0],4
23,320,90,[23.0],4
1,484,34,[1.0],2
33,498,9,[33.0],3
21,4388,4,[21.0],4
29,1822,56,[29.0],4
38,320,68,[38.0],3
27,5111,26,[27.0],4
30,1477,29,[30.0],4
16,2015,19,[16.0],1
36,1520,1,[36.0],3
8,5110,24,[8.0],2
10,5110,12,[10.0],2
18,143B,8,[18.0],1
4,1365,89,[4.0],2
40,1755,1,[40.0],3
49,496,23,[49.0],0
18,3710,18,[18.0],1
25,430,107,[25.0],4
49,420,56,[49.0],0
37,917,12,[37.0],3
9,2021,27,[9.0],2
30,1460,2,[30.0],4
32,4387,39,[32.0],3
11,1020,27,[11.0],1
12,2210,7,[12.0],1
34,1477,50,[34.0],3
12,031A,161,[12.0],1
22,545,19,[22.0],4
19,3731,11,[19.0],1
36,330,20,[36.0],3
25,1020,21,[25.0],4
49,033A,10,[49.0],0
13,2025,2,[13.0],1
23,033A,15,[23.0],4
33,1750,27,[33.0],3
36,312,22,[36.0],3
17,935,6,[17.0],1
5,630,52,[5.0],2
28,1790,13,[28.0],4
15,325,14,[15.0],1
36,143A,40,[36.0],3
32,553,2,[32.0],3
35,1753,10,[35.0],3
10,1544,5,[10.0],2
31,143C,5,[31.0],3
45,1562,9,[45.0],0
32,479,8,[32.0],3
50,553,2,[50.0],0
18,2022,30,[18.0],1
47,920,28,[47.0],0
45,2090,14,[45.0],0
3,3970,5,[3.0],2
21,1506,7,[21.0],4
42,291,9,[42.0],0
4,1821,9,[4.0],2
7,1121,30,[7.0],2
26,555,3,[26.0],4
22,1792,1,[22.0],4
2,501H,2,[2.0],2
18,484,47,[18.0],1
7,2028,18,[7.0],2
16,870,46,[16.0],1
50,2022,31,[50.0],0
31,2017,7,[31.0],3
22,337,4,[22.0],4
17,5114,1,[17.0],1
49,1506,29,[49.0],0
37,915,28,[37.0],3
27,5004,2,[27.0],4
30,265,13,[30.0],4
50,4230,1,[50.0],0
42,4255,4,[42.0],0
25,1755,3,[25.0],4
9,4386,9,[9.0],2
29,4230,4,[29.0],4
36,1360,22,[36.0],3
20,2029,3,[20.0],1
21,556,1,[21.0],4
46,554,12,[46.0],0
3,584,3,[3.0],2
14,1340,6,[14.0],1
7,501A,18,[7.0],2
47,1240,6,[47.0],0
11,502R,8,[11.0],1
10,865,3,[10.0],2
37,2029,2,[37.0],3
22,5000,11,[22.0],4
49,1753,9,[49.0],0
46,1261,1,[46.0],0
44,325,4,[44.0],0
42,2031,6,[42.0],0
41,1540,1,[41.0],0
40,935,1,[40.0],3
13,890,261,[13.0],1
26,1360,41,[26.0],4
18,1330,193,[18.0],1
23,1360,40,[23.0],4
12,470,88,[12.0],1
19,850,27,[19.0],1
25,2012,10,[25.0],4
36,041A,31,[36.0],3
16,2890,14,[16.0],1
4,1122,33,[4.0],2
44,453,7,[44.0],0
26,630,36,[26.0],4
27,1122,46,[27.0],4
12,1210,18,[12.0],1
16,2850,5,[16.0],1
27,550,8,[27.0],4
30,1155,9,[30.0],4
34,880,50,[34.0],3
43,1261,6,[43.0],0
28,1340,20,[28.0],4
48,1345,17,[48.0],0
3,2092,6,[3.0],2
40,1460,5,[40.0],3
12,475,1,[12.0],1
18,1155,11,[18.0],1
32,2890,2,[32.0],3
31,1195,3,[31.0],3
24,2840,4,[24.0],4
41,440,3,[41.0],0
25,5131,1,[25.0],4
25,1790,6,[25.0],4
34,5011,30,[34.0],3
28,1460,8,[28.0],4
14,1750,31,[14.0],1
10,5112,1,[10.0],2
41,330,3,[41.0],0
40,880,9,[40.0],3
11,860,413,[11.0],1
33,930,41,[33.0],3
42,1150,3388,[42.0],0
21,1152,155,[21.0],4
30,860,337,[30.0],4
2,1345,78,[2.0],2
41,1350,432,[41.0],0
25,915,30,[25.0],4
27,320,410,[27.0],4
20,860,220,[20.0],1
46,820,1381,[46.0],0
7,520,181,[7.0],2
15,486,2709,[15.0],1
5,1320,1252,[5.0],2
28,1153,857,[28.0],4
4,1110,36,[4.0],2
24,560,1851,[24.0],4
20,910,1178,[20.0],1
20,031A,620,[20.0],1
31,031A,164,[31.0],3
31,610,550,[31.0],3
20,620,531,[20.0],1
37,420,93,[37.0],3
24,3710,72,[24.0],4
24,1754,48,[24.0],4
45,860,512,[45.0],0
11,520,61,[11.0],1
45,890,211,[45.0],0
35,1330,93,[35.0],3
11,810,905,[11.0],1
24,1460,17,[24.0],4
10,910,559,[10.0],2
42,910,918,[42.0],0
11,1549,3,[11.0],1
32,1549,1,[32.0],3
13,031A,178,[13.0],1
11,1120,58,[11.0],1
50,620,231,[50.0],0
5,1153,749,[5.0],2
29,4625,90,[29.0],4
25,141A,13,[25.0],4
24,2025,49,[24.0],4
22,910,631,[22.0],4
41,1320,600,[41.0],0
28,2093,217,[28.0],4
31,620,272,[31.0],3
18,041A,115,[18.0],1
6,1121,72,[6.0],2
18,1750,49,[18.0],1
28,5111,33,[28.0],4
47,1330,151,[47.0],0
6,5111,53,[6.0],2
39,420,26,[39.0],3
31,312,46,[31.0],3
1,1110,31,[1.0],2
7,1156,44,[7.0],2
37,2092,80,[37.0],3
24,5111,33,[24.0],4
20,2014,126,[20.0],1
29,143A,322,[29.0],4
45,1153,316,[45.0],0
9,475,3,[9.0],2
3,5001,23,[3.0],2
23,2091,66,[23.0],4
32,1152,107,[32.0],3
6,1780,69,[6.0],2
24,5007,28,[24.0],4
27,051A,344,[27.0],4
42,520,134,[42.0],0
30,470,42,[30.0],4
28,331,12,[28.0],4
7,1750,98,[7.0],2
35,1261,3,[35.0],3
39,1185,2,[39.0],3
39,2826,127,[39.0],3
34,530,109,[34.0],3
39,326,10,[39.0],3
7,320,295,[7.0],2
25,1780,31,[25.0],4
26,281,73,[26.0],4
19,4387,64,[19.0],1
30,1710,19,[30.0],4
20,1460,16,[20.0],1
3,1120,78,[3.0],2
6,2022,26,[6.0],2
6,454,78,[6.0],2
46,430,92,[46.0],0
21,496,90,[21.0],4
16,1755,9,[16.0],1
37,325,32,[37.0],3
1,330,42,[1.0],2
39,630,39,[39.0],3
1,281,79,[1.0],2
40,1195,4,[40.0],3
19,1582,9,[19.0],1
3,1156,65,[3.0],2
27,483,4,[27.0],4
45,630,37,[45.0],0
29,1570,7,[29.0],4
28,487,1,[28.0],4
41,860,154,[41.0],0
24,4510,8,[24.0],4
29,3960,18,[29.0],4
43,2820,67,[43.0],0
38,5011,15,[38.0],3
3,1790,23,[3.0],2
28,264,3,[28.0],4
20,550,6,[20.0],1
4,3960,7,[4.0],2
34,2020,5,[34.0],3
28,501A,26,[28.0],4
3,143B,9,[3.0],2
37,2890,7,[37.0],3
23,143A,61,[23.0],4
21,650,26,[21.0],4
43,2870,5,[43.0],0
11,3731,12,[11.0],1
32,1200,4,[32.0],3
12,5130,4,[12.0],1
11,483,1,[11.0],1
2,1505,8,[2.0],2
16,1340,8,[16.0],1
45,313,11,[45.0],0
48,5002,19,[48.0],0
32,330,31,[32.0],3
8,312,24,[8.0],2
5,1563,38,[5.0],2
9,495,16,[9.0],2
39,2017,7,[39.0],3
50,920,28,[50.0],0
22,1821,7,[22.0],4
21,4386,7,[21.0],4
7,5007,14,[7.0],2
11,2210,3,[11.0],1
4,558,3,[4.0],2
9,1754,36,[9.0],2
5,1020,10,[5.0],2
5,583,7,[5.0],2
16,325,28,[16.0],1
39,2250,5,[39.0],3
5,5004,5,[5.0],2
14,2210,3,[14.0],1
5,453,10,[5.0],2
13,502R,2,[13.0],1
37,1375,2,[37.0],3
17,1752,43,[17.0],1
7,1562,30,[7.0],2
46,1110,23,[46.0],0
20,1544,6,[20.0],1
39,334,4,[39.0],3
13,1710,10,[13.0],1
4,1752,22,[4.0],2
24,5112,3,[24.0],4
21,488,3,[21.0],4
1,554,7,[1.0],2
11,1460,1,[11.0],1
28,291,13,[28.0],4
11,2890,2,[11.0],1
31,453,4,[31.0],3
18,3730,4,[18.0],1
16,1570,9,[16.0],1
23,312,22,[23.0],4
8,331,7,[8.0],2
8,1540,3,[8.0],2
41,1010,3,[41.0],0
20,475,1,[20.0],1
21,261,11,[21.0],4
42,501A,4,[42.0],0
32,1240,3,[32.0],3
22,110,5,[22.0],4
39,5007,3,[39.0],3
50,312,21,[50.0],0
20,264,3,[20.0],1
49,915,6,[49.0],0
40,1780,16,[40.0],3
27,142,1,[27.0],4
3,915,11,[3.0],2
19,1563,19,[19.0],1
49,2900,2,[49.0],0
29,497,113,[29.0],4
29,870,47,[29.0],4
24,1350,86,[24.0],4
45,497,8,[45.0],0
15,1150,102,[15.0],1
12,850,20,[12.0],1
33,1150,105,[33.0],3
15,1120,47,[15.0],1
26,2024,91,[26.0],4
28,143B,23,[28.0],4
37,1752,58,[37.0],3
20,870,64,[20.0],1
18,2024,53,[18.0],1
45,920,33,[45.0],0
22,498,24,[22.0],4
33,1360,28,[33.0],3
50,1210,33,[50.0],0
23,1120,73,[23.0],4
2,5011,27,[2.0],2
7,2870,2,[7.0],2
37,1220,22,[37.0],3
7,1754,38,[7.0],2
33,2032,3,[33.0],3
30,850,25,[30.0],4
12,484,22,[12.0],1
28,1305,30,[28.0],4
14,1720,1,[14.0],1
1,440,11,[1.0],2
9,1151,4,[9.0],2
29,850,17,[29.0],4
36,1135,1,[36.0],3
9,552,4,[9.0],2
28,1310,1944,[28.0],4
27,1310,1348,[27.0],4
27,1153,761,[27.0],4
23,910,597,[23.0],4
50,1365,60,[50.0],0
28,810,1365,[28.0],4
42,1130,643,[42.0],0
26,860,123,[26.0],4
26,1754,51,[26.0],4
9,1350,68,[9.0],2
40,820,1073,[40.0],3
32,860,1265,[32.0],3
49,2825,199,[49.0],0
8,340,25,[8.0],2
29,430,145,[29.0],4
47,033B,1,[47.0],0
13,520,38,[13.0],1
35,041A,51,[35.0],3
5,337,5,[5.0],2
27,454,87,[27.0],4
41,560,551,[41.0],0
17,1153,679,[17.0],1
4,1320,1389,[4.0],2
3,1153,802,[3.0],2
3,430,243,[3.0],2
39,610,383,[39.0],3
17,4625,245,[17.0],1
8,5130,2,[8.0],2
9,470,105,[9.0],2
5,545,65,[5.0],2
16,545,53,[16.0],1
18,610,861,[18.0],1
2,1811,431,[2.0],2
5,143A,291,[5.0],2
33,1822,10,[33.0],3
24,4310,4,[24.0],4
33,2820,147,[33.0],3
20,453,7,[20.0],1
46,486,772,[46.0],0
30,530,65,[30.0],4
16,4651,41,[16.0],1
20,141A,35,[20.0],1
23,1812,33,[23.0],4
24,497,294,[24.0],4
12,1750,49,[12.0],1
5,1120,45,[5.0],2
42,1535,3,[42.0],0
34,1154,195,[34.0],3
4,141A,13,[4.0],2
7,5111,31,[7.0],2
43,1305,52,[43.0],0
21,484,53,[21.0],4
47,1811,79,[47.0],0
25,266,24,[25.0],4
22,496,37,[22.0],4
33,910,532,[33.0],3
7,502R,85,[7.0],2
9,5110,32,[9.0],2
28,2021,52,[28.0],4
45,880,22,[45.0],0
45,1755,1,[45.0],0
46,4387,67,[46.0],0
18,620,307,[18.0],1
49,313,27,[49.0],0
17,1460,17,[17.0],1
18,1563,28,[18.0],1
17,545,35,[17.0],1
46,1154,171,[46.0],0
3,1812,55,[3.0],2
30,051B,7,[30.0],4
14,1811,260,[14.0],1
7,033A,37,[7.0],2
35,420,28,[35.0],3
3,630,45,[3.0],2
43,2024,4,[43.0],0
33,1710,14,[33.0],3
9,5131,10,[9.0],2
13,5007,6,[13.0],1
5,1570,14,[5.0],2
28,143C,21,[28.0],4
29,1025,7,[29.0],4
9,554,35,[9.0],2
16,501A,27,[16.0],1
22,313,34,[22.0],4
24,1240,2,[24.0],4
34,1360,61,[34.0],3
12,5011,21,[12.0],1
17,312,41,[17.0],1
28,2850,16,[28.0],4
23,1130,160,[23.0],4
23,3910,1,[23.0],4
41,2031,29,[41.0],0
34,917,14,[34.0],3
21,2031,2,[21.0],4
38,051A,68,[38.0],3
28,1544,14,[28.0],4
14,502P,49,[14.0],1
42,620,367,[42.0],0
41,5000,28,[41.0],0
11,281,32,[11.0],1
14,915,48,[14.0],1
40,497,6,[40.0],3
13,2820,194,[13.0],1
35,495,5,[35.0],3
37,141A,43,[37.0],3
24,2012,9,[24.0],4
13,275,1,[13.0],1
7,5110,20,[7.0],2
30,1752,68,[30.0],4
4,325,29,[4.0],2
3,5000,38,[3.0],2
21,4230,3,[21.0],4
24,555,9,[24.0],4
40,4386,7,[40.0],3
3,2850,18,[3.0],2
39,497,11,[39.0],3
2,2170,30,[2.0],2
4,650,23,[4.0],2
9,1235,7,[9.0],2
22,580,13,[22.0],4
23,3970,4,[23.0],4
22,1025,4,[22.0],4
11,033A,17,[11.0],1
44,5011,18,[44.0],0
42,498,21,[42.0],0
29,2860,9,[29.0],4
21,5007,14,[21.0],4
16,271,3,[16.0],1
10,033B,2,[10.0],2
39,1752,27,[39.0],3
23,1345,41,[23.0],4
12,498,25,[12.0],1
48,033A,9,[48.0],0
7,1752,37,[7.0],2
39,920,15,[39.0],3
21,2021,15,[21.0],4
27,1753,18,[27.0],4
31,880,27,[31.0],3
3,2028,22,[3.0],2
2,263,6,[2.0],2
3,2250,16,[3.0],2
6,334,7,[6.0],2
13,1350,11,[13.0],1
12,1365,42,[12.0],1
18,850,16,[18.0],1
41,550,2,[41.0],0
11,895,3,[11.0],1
38,497,22,[38.0],3
3,4650,74,[3.0],2
22,266,49,[22.0],4
14,2031,4,[14.0],1
14,1570,15,[14.0],1
47,4650,5,[47.0],0
23,850,18,[23.0],4
45,3731,7,[45.0],0
6,041B,2,[6.0],2
50,1206,5,[50.0],0
46,331,4,[46.0],0
20,031B,7,[20.0],1
4,261,4,[4.0],2
43,1241,1,[43.0],0
24,850,30,[24.0],4
30,291,5,[30.0],4
35,502P,8,[35.0],3
42,2050,1,[42.0],0
14,141C,14,[14.0],1
6,1585,10,[6.0],2
6,440,26,[6.0],2
48,2017,19,[48.0],0
29,1725,1,[29.0],4
32,1751,5,[32.0],3
47,2850,5,[47.0],0
32,495,8,[32.0],3
2,033B,2,[2.0],2
48,331,4,[48.0],0
14,031B,6,[14.0],1
32,937,2,[32.0],3
1,915,17,[1.0],2
21,558,3,[21.0],4
45,1536,1,[45.0],0
44,545,7,[44.0],0
10,1120,40,[10.0],2
2,1154,317,[2.0],2
17,880,93,[17.0],1
41,870,85,[41.0],0
13,1150,117,[13.0],1
20,1120,39,[20.0],1
22,430,138,[22.0],4
43,1330,178,[43.0],0
40,1360,65,[40.0],3
50,1360,106,[50.0],0
19,1150,106,[19.0],1
31,1365,69,[31.0],3
33,1330,84,[33.0],3
23,870,46,[23.0],4
29,1330,176,[29.0],4
23,1330,132,[23.0],4
49,870,94,[49.0],0
7,143B,13,[7.0],2
11,2021,25,[11.0],1
18,650,14,[18.0],1
37,1305,26,[37.0],3
46,1120,48,[46.0],0
21,1752,37,[21.0],4
4,2093,27,[4.0],2
18,1152,67,[18.0],1
31,870,40,[31.0],3
49,1350,25,[49.0],0
12,485,3,[12.0],1
20,461,8,[20.0],1
11,1340,9,[11.0],1
12,440,6,[12.0],1
18,3960,5,[18.0],1
42,330,126,[42.0],0
42,1505,113,[42.0],0
2,460,2550,[2.0],2
23,1320,856,[23.0],4
7,460,1499,[7.0],2
9,890,395,[9.0],2
16,890,422,[16.0],1
45,430,38,[45.0],0
29,051A,333,[29.0],4
5,460,1199,[5.0],2
7,1710,63,[7.0],2
28,051A,525,[28.0],4
17,1330,378,[17.0],1
16,4625,338,[16.0],1
8,486,3202,[8.0],2
30,486,1243,[30.0],4
16,2093,76,[16.0],1
27,620,373,[27.0],4
29,1365,132,[29.0],4
24,557,6,[24.0],4
1,860,1144,[1.0],2
17,860,544,[17.0],1
28,880,148,[28.0],4
3,141A,23,[3.0],2
27,1330,401,[27.0],4
12,1310,556,[12.0],1
37,430,183,[37.0],3
22,2820,146,[22.0],4
17,1310,2123,[17.0],1
32,320,164,[32.0],3
41,486,562,[41.0],0
39,143A,23,[39.0],3
10,4625,65,[10.0],2
28,2825,310,[28.0],4
24,320,629,[24.0],4
21,470,143,[21.0],4
12,2021,39,[12.0],1
19,560,493,[19.0],1
43,2825,112,[43.0],0
17,5110,38,[17.0],1
16,1320,1237,[16.0],1
6,4625,158,[6.0],2
33,460,714,[33.0],3
25,2825,185,[25.0],4
28,1753,28,[28.0],4
3,320,472,[3.0],2
18,2825,236,[18.0],1
12,1811,240,[12.0],1
46,910,423,[46.0],0
35,5000,20,[35.0],3
27,1661,72,[27.0],4
10,1563,33,[10.0],2
30,2025,4,[30.0],4
17,2014,155,[17.0],1
21,2017,97,[21.0],4
43,1110,22,[43.0],0
10,430,140,[10.0],2
35,498,12,[35.0],3
48,2825,147,[48.0],0
45,1710,10,[45.0],0
20,326,66,[20.0],1
16,3731,98,[16.0],1
6,3710,57,[6.0],2
29,326,48,[29.0],4
47,1750,15,[47.0],0
21,2028,63,[21.0],4
16,340,25,[16.0],1
44,033A,14,[44.0],0
19,930,23,[19.0],1
1,1130,130,[1.0],2
29,1563,35,[29.0],4
18,330,40,[18.0],1
1,1710,13,[1.0],2
39,1020,22,[39.0],3
41,1335,20,[41.0],0
23,2820,151,[23.0],4
16,1122,21,[16.0],1
48,1750,17,[48.0],0
42,2250,69,[42.0],0
16,1754,63,[16.0],1
43,1130,158,[43.0],0
16,1153,508,[16.0],1
9,1200,8,[9.0],2
36,5000,17,[36.0],3
2,033A,56,[2.0],2
2,3731,30,[2.0],2
15,1750,64,[15.0],1
18,3731,23,[18.0],1
23,420,14,[23.0],4
37,1460,4,[37.0],3
32,557,2,[32.0],3
2,1375,5,[2.0],2
21,495,21,[21.0],4
38,312,13,[38.0],3
40,1330,139,[40.0],3
6,580,25,[6.0],2
20,3710,35,[20.0],1
3,326,51,[3.0],2
18,1812,28,[18.0],1
37,1140,3,[37.0],3
28,051B,18,[28.0],4
2,1780,36,[2.0],2
1,1122,35,[1.0],2
26,1020,39,[26.0],4
37,553,6,[37.0],3
42,1155,19,[42.0],0
6,2023,13,[6.0],2
13,2826,148,[13.0],1
5,5110,12,[5.0],2
14,1156,16,[14.0],1
13,313,31,[13.0],1
8,2014,43,[8.0],2
13,1790,4,[13.0],1
15,1822,55,[15.0],1
22,920,54,[22.0],4
6,1710,32,[6.0],2
5,4386,5,[5.0],2
42,5011,25,[42.0],0
22,3970,4,[22.0],4
49,545,10,[49.0],0
9,1755,4,[9.0],2
40,4625,5,[40.0],3
11,2024,34,[11.0],1
36,1020,17,[36.0],3
48,895,9,[48.0],0
1,2090,10,[1.0],2
45,1822,7,[45.0],0
20,1710,46,[20.0],1
12,312,23,[12.0],1
3,1752,27,[3.0],2
18,502R,13,[18.0],1
9,313,30,[9.0],2
30,340,23,[30.0],4
48,4387,42,[48.0],0
15,041B,3,[15.0],1
37,1651,1,[37.0],3
9,1582,15,[9.0],2
22,865,5,[22.0],4
5,3710,23,[5.0],2
27,1544,15,[27.0],4
13,454,13,[13.0],1
31,330,31,[31.0],3
42,264,4,[42.0],0
35,1563,38,[35.0],3
44,2900,1,[44.0],0
38,930,40,[38.0],3
46,1206,10,[46.0],0
7,141C,25,[7.0],2
50,330,24,[50.0],0
38,420,21,[38.0],3
47,917,25,[47.0],0
16,4650,29,[16.0],1
45,930,34,[45.0],0
40,5131,2,[40.0],3
21,264,6,[21.0],4
26,5001,8,[26.0],4
41,1811,70,[41.0],0
8,1245,5,[8.0],2
47,340,19,[47.0],0
45,031B,2,[45.0],0
14,2023,2,[14.0],1
18,479,11,[18.0],1
31,1020,37,[31.0],3
32,1242,17,[32.0],3
39,2230,4,[39.0],3
41,554,11,[41.0],0
48,917,17,[48.0],0
43,141C,5,[43.0],0
22,325,11,[22.0],4
8,141C,18,[8.0],2
19,313,6,[19.0],1
38,4388,2,[38.0],3
19,1754,12,[19.0],1
42,051B,2,[42.0],0
17,2018,3,[17.0],1
47,553,2,[47.0],0
26,479,4,[26.0],4
46,650,4,[46.0],0
21,275,2,[21.0],4
5,550,6,[5.0],2
1,5001,14,[1.0],2
27,1242,11,[27.0],4
29,5111,11,[29.0],4
28,1540,2,[28.0],4
10,2900,7,[10.0],2
36,3960,5,[36.0],3
44,915,2,[44.0],0
30,501A,7,[30.0],4
40,141C,3,[40.0],3
15,4389,3,[15.0],1
33,5011,10,[33.0],3
14,2024,17,[14.0],1
35,1565,2,[35.0],3
34,820,1821,[34.0],3
2,1330,996,[2.0],2
45,1320,615,[45.0],0
43,870,205,[43.0],0
26,1150,130,[26.0],4
11,1155,9,[11.0],1
38,1780,25,[38.0],3
9,2850,6,[9.0],2
17,1130,77,[17.0],1
2,1365,92,[2.0],2
12,1121,16,[12.0],1
8,485,12,[8.0],2
43,470,27,[43.0],0
37,1121,44,[37.0],3
25,530,43,[25.0],4
46,1122,29,[46.0],0
10,1370,1,[10.0],2
22,141A,10,[22.0],4
42,650,4,[42.0],0
16,334,11,[16.0],1
12,1155,2,[12.0],1
2,2095,12,[2.0],2
4,2091,2,[4.0],2
16,1753,22,[16.0],1
2,1460,4,[2.0],2
33,143A,29,[33.0],3
15,2023,16,[15.0],1
26,1585,6,[26.0],4
37,1151,3,[37.0],3
34,2031,6,[34.0],3
5,2850,4,[5.0],2
6,2830,3,[6.0],2
46,1320,634,[46.0],0
28,460,2718,[28.0],4
49,1310,696,[49.0],0
30,520,67,[30.0],4
49,890,757,[49.0],0
18,820,1414,[18.0],1
45,1570,18,[45.0],0
19,610,332,[19.0],1
49,486,1157,[49.0],0
18,486,1556,[18.0],1
11,486,885,[11.0],1
