community_area,primary type,total_crimes,features,prediction
11,5004,4,[11.0],1
44,1811,72,[44.0],0
44,141C,15,[44.0],0
46,2870,4,[46.0],0
11,3710,10,[11.0],1
8,2028,23,[8.0],2
42,4651,6,[42.0],0
42,496,18,[42.0],0
18,915,28,[18.0],1
29,545,49,[29.0],4
27,1822,73,[27.0],4
38,330,12,[38.0],3
46,501A,5,[46.0],0
46,3970,5,[46.0],0
20,2210,3,[20.0],1
7,1480,1,[7.0],2
46,1506,12,[46.0],0
26,937,5,[26.0],4
15,4386,5,[15.0],1
21,1025,5,[21.0],4
30,918,3,[30.0],4
23,4230,3,[23.0],4
13,2220,3,[13.0],1
36,927,1,[36.0],3
1,1235,2,[1.0],2
45,484,6,[45.0],0
4,4625,6,[4.0],2
49,2870,3,[49.0],0
23,880,11,[23.0],4
48,420,19,[48.0],0
13,3731,10,[13.0],1
13,2090,1,[13.0],1
1,453,2,[1.0],2
31,1582,10,[31.0],3
12,1261,3,[12.0],1
10,1755,6,[10.0],2
23,4650,7,[23.0],4
7,2900,6,[7.0],2
44,1478,1,[44.0],0
12,4510,4,[12.0],1
7,2025,11,[7.0],2
47,1206,8,[47.0],0
8,555,5,[8.0],2
18,2250,2,[18.0],1
24,331,11,[24.0],4
6,2110,1,[6.0],2
23,3710,5,[23.0],4
48,266,9,[48.0],0
28,2110,6,[28.0],4
10,5132,1,[10.0],2
27,1541,1,[27.0],4
35,1544,5,[35.0],3
6,3960,11,[6.0],2
38,033B,2,[38.0],3
29,110,8,[29.0],4
44,870,486,[44.0],0
3,1310,1248,[3.0],2
14,430,91,[14.0],1
39,1320,626,[39.0],3
24,2013,9,[24.0],4
37,498,38,[37.0],3
27,2022,42,[27.0],4
36,1330,102,[36.0],3
41,1345,24,[41.0],0
28,2015,43,[28.0],4
42,1205,2,[42.0],0
5,495,21,[5.0],2
35,1110,38,[35.0],3
31,650,17,[31.0],3
50,1305,46,[50.0],0
3,865,17,[3.0],2
7,1195,7,[7.0],2
26,470,54,[26.0],4
31,530,61,[31.0],3
17,1790,20,[17.0],1
50,1122,24,[50.0],0
26,5111,8,[26.0],4
14,880,25,[14.0],1
27,291,6,[27.0],4
21,1450,1,[21.0],4
15,1121,31,[15.0],1
3,1570,16,[3.0],2
28,1185,4,[28.0],4
4,5130,1,[4.0],2
18,2890,3,[18.0],1
20,2031,5,[20.0],1
34,1122,31,[34.0],3
40,2890,5,[40.0],3
8,1205,3,[8.0],2
35,2851,8,[35.0],3
50,1570,20,[50.0],0
27,810,3924,[27.0],4
2,1812,49,[2.0],2
38,560,449,[38.0],3
42,5000,62,[42.0],0
29,610,488,[29.0],4
15,2014,104,[15.0],1
45,1206,20,[45.0],0
34,610,897,[34.0],3
10,1320,1098,[10.0],2
8,910,1260,[8.0],2
50,820,1176,[50.0],0
7,470,112,[7.0],2
49,560,710,[49.0],0
37,530,106,[37.0],3
21,031A,568,[21.0],4
29,3760,6,[29.0],4
6,2250,8,[6.0],2
27,2826,273,[27.0],4
12,143A,169,[12.0],1
2,340,73,[2.0],2
16,1020,58,[16.0],1
6,2017,76,[6.0],2
24,1812,580,[24.0],4
46,870,117,[46.0],0
39,890,314,[39.0],3
36,530,46,[36.0],3
37,460,1496,[37.0],3
8,1750,88,[8.0],2
4,2825,301,[4.0],2
3,2020,3,[3.0],2
39,5002,41,[39.0],3
8,915,45,[8.0],2
37,5002,192,[37.0],3
21,1120,95,[21.0],4
16,1210,38,[16.0],1
14,870,37,[14.0],1
32,1320,1086,[32.0],3
33,1570,22,[33.0],3
11,1811,161,[11.0],1
20,2012,10,[20.0],1
30,5011,24,[30.0],4
14,3960,5,[14.0],1
34,320,215,[34.0],3
7,420,116,[7.0],2
9,530,129,[9.0],2
33,1210,32,[33.0],3
8,4387,201,[8.0],2
44,497,8,[44.0],0
27,2825,294,[27.0],4
8,330,53,[8.0],2
6,502R,83,[6.0],2
12,1330,107,[12.0],1
41,2093,359,[41.0],0
15,2851,11,[15.0],1
23,143C,3,[23.0],4
47,5011,11,[47.0],0
32,2826,159,[32.0],3
11,3760,2,[11.0],1
22,281,56,[22.0],4
15,2091,9,[15.0],1
10,453,4,[10.0],2
24,326,138,[24.0],4
7,141A,23,[7.0],2
21,553,9,[21.0],4
20,2870,16,[20.0],1
21,1154,254,[21.0],4
46,5002,29,[46.0],0
25,484,28,[25.0],4
23,1152,40,[23.0],4
15,2018,2,[15.0],1
10,5000,32,[10.0],2
42,2093,81,[42.0],0
3,496,76,[3.0],2
47,554,3,[47.0],0
20,1822,38,[20.0],1
27,1460,7,[27.0],4
42,2027,103,[42.0],0
18,2031,2,[18.0],1
47,1585,6,[47.0],0
32,440,9,[32.0],3
35,141A,10,[35.0],3
8,3731,63,[8.0],2
44,1185,3,[44.0],0
32,2093,33,[32.0],3
10,850,23,[10.0],2
44,454,49,[44.0],0
13,2825,191,[13.0],1
15,502R,30,[15.0],1
20,502R,79,[20.0],1
35,5093,2,[35.0],3
28,4510,9,[28.0],4
9,545,48,[9.0],2
9,5007,19,[9.0],2
36,650,12,[36.0],3
1,1812,15,[1.0],2
43,2093,29,[43.0],0
23,141A,2,[23.0],4
50,2850,3,[50.0],0
33,326,11,[33.0],3
34,2011,4,[34.0],3
3,2860,8,[3.0],2
10,1570,12,[10.0],2
20,141B,18,[20.0],1
2,917,38,[2.0],2
18,2210,4,[18.0],1
26,1536,1,[26.0],4
3,1020,21,[3.0],2
42,143A,130,[42.0],0
44,502R,4,[44.0],0
40,141A,18,[40.0],3
36,498,11,[36.0],3
47,281,61,[47.0],0
44,2021,6,[44.0],0
16,920,95,[16.0],1
45,1375,1,[45.0],0
23,552,1,[23.0],4
6,5112,6,[6.0],2
40,498,8,[40.0],3
31,2028,21,[31.0],3
37,1506,45,[37.0],3
26,330,39,[26.0],4
50,1822,16,[50.0],0
22,2850,3,[22.0],4
8,4230,6,[8.0],2
15,2900,6,[15.0],1
39,502P,30,[39.0],3
46,033A,6,[46.0],0
16,865,9,[16.0],1
23,580,12,[23.0],4
15,051B,14,[15.0],1
2,3970,11,[2.0],2
41,917,20,[41.0],0
33,4650,2,[33.0],3
2,2220,7,[2.0],2
44,1822,4,[44.0],0
17,5132,4,[17.0],1
30,650,10,[30.0],4
1,110,5,[1.0],2
32,1261,6,[32.0],3
24,051B,20,[24.0],4
43,482,1,[43.0],0
32,501A,4,[32.0],3
48,330,16,[48.0],0
38,917,20,[38.0],3
48,3710,5,[48.0],0
18,291,4,[18.0],1
30,1195,10,[30.0],4
38,1170,2,[38.0],3
2,553,9,[2.0],2
38,141B,1,[38.0],3
29,1755,4,[29.0],4
38,479,1,[38.0],3
3,1206,16,[3.0],2
7,500N,3,[7.0],2
48,2170,18,[48.0],0
14,4651,9,[14.0],1
36,1822,11,[36.0],3
36,501A,5,[36.0],3
4,4651,8,[4.0],2
37,5007,14,[37.0],3
30,031B,4,[30.0],4
42,865,3,[42.0],0
3,1562,26,[3.0],2
13,5111,2,[13.0],1
2,2900,3,[2.0],2
13,4388,1,[13.0],1
3,557,4,[3.0],2
29,810,884,[29.0],4
26,1350,27,[26.0],4
47,1120,63,[47.0],0
27,2021,8,[27.0],4
24,1120,53,[24.0],4
34,2013,3,[34.0],3
40,1350,10,[40.0],3
10,1811,255,[10.0],2
41,650,11,[41.0],0
16,051B,13,[16.0],1
5,2090,5,[5.0],2
35,1360,42,[35.0],3
3,1140,9,[3.0],2
3,440,19,[3.0],2
5,2091,2,[5.0],2
8,051B,18,[8.0],2
15,2890,7,[15.0],1
1,2870,3,[1.0],2
13,850,22,[13.0],1
38,2023,1,[38.0],3
36,850,23,[36.0],3
19,2093,9,[19.0],1
17,2092,15,[17.0],1
15,1155,11,[15.0],1
3,2095,24,[3.0],2
8,2850,13,[8.0],2
23,2870,2,[23.0],4
16,3750,1,[16.0],1
12,486,1170,[12.0],1
2,1320,1831,[2.0],2
7,031A,495,[7.0],2
34,460,1416,[34.0],3
1,810,2464,[1.0],2
32,486,415,[32.0],3
16,1330,371,[16.0],1
13,1320,894,[13.0],1
31,820,1056,[31.0],3
28,560,2022,[28.0],4
50,1310,529,[50.0],0
6,860,769,[6.0],2
34,810,1116,[34.0],3
6,1360,94,[6.0],2
30,910,882,[30.0],4
48,520,52,[48.0],0
7,498,127,[7.0],2
11,1360,45,[11.0],1
32,620,526,[32.0],3
1,485,1,[1.0],2
8,810,1243,[8.0],2
25,460,1001,[25.0],4
29,650,23,[29.0],4
50,1156,41,[50.0],0
15,143A,391,[15.0],1
34,1780,53,[34.0],3
49,340,33,[49.0],0
21,143A,523,[21.0],4
17,420,156,[17.0],1
14,5002,85,[14.0],1
16,051A,418,[16.0],1
20,051A,461,[20.0],1
24,1154,202,[24.0],4
12,1754,48,[12.0],1
31,041A,71,[31.0],3
8,1153,791,[8.0],2
44,1152,168,[44.0],0
43,1154,133,[43.0],0
24,2093,1341,[24.0],4
17,2028,88,[17.0],1
28,1477,102,[28.0],4
34,2825,301,[34.0],3
11,1153,273,[11.0],1
9,1821,46,[9.0],2
20,4387,182,[20.0],1
6,520,203,[6.0],2
9,033A,47,[9.0],2
26,2023,13,[26.0],4
15,484,53,[15.0],1
21,330,89,[21.0],4
41,1206,427,[41.0],0
12,3731,34,[12.0],1
42,2024,53,[42.0],0
17,2027,249,[17.0],1
15,2022,79,[15.0],1
32,3710,5,[32.0],3
35,2093,21,[35.0],3
7,4650,44,[7.0],2
17,261,13,[17.0],1
6,430,282,[6.0],2
22,320,169,[22.0],4
6,4651,49,[6.0],2
1,5002,30,[1.0],2
25,1477,51,[25.0],4
9,261,10,[9.0],2
9,502P,162,[9.0],2
44,2825,145,[44.0],0
37,1360,53,[37.0],3
40,5002,29,[40.0],3
41,1478,55,[41.0],0
6,1345,84,[6.0],2
4,1360,107,[4.0],2
40,1130,143,[40.0],3
8,033A,54,[8.0],2
32,2090,3,[32.0],3
14,1563,45,[14.0],1
21,1195,23,[21.0],4
39,2825,110,[39.0],3
24,558,9,[24.0],4
9,1185,6,[9.0],2
38,530,30,[38.0],3
37,1020,51,[37.0],3
49,880,25,[49.0],0
30,3731,22,[30.0],4
20,265,38,[20.0],1
9,1121,23,[9.0],2
34,1812,65,[34.0],3
50,2027,17,[50.0],0
16,2170,21,[16.0],1
12,1812,42,[12.0],1
6,2093,56,[6.0],2
6,3730,21,[6.0],2
3,340,44,[3.0],2
8,5132,1,[8.0],2
3,470,90,[3.0],2
18,2014,14,[18.0],1
28,2026,140,[28.0],4
14,2014,5,[14.0],1
2,261,9,[2.0],2
10,3730,6,[10.0],2
43,1210,57,[43.0],0
5,1710,32,[5.0],2
27,1582,8,[27.0],4
2,3710,23,[2.0],2
43,454,12,[43.0],0
2,3300,9,[2.0],2
21,915,45,[21.0],4
27,1755,6,[27.0],4
14,330,31,[14.0],1
39,930,27,[39.0],3
48,1210,41,[48.0],0
6,313,55,[6.0],2
40,1790,3,[40.0],3
12,3710,8,[12.0],1
35,4388,2,[35.0],3
31,5002,70,[31.0],3
38,454,17,[38.0],3
29,2050,8,[29.0],4
32,3970,7,[32.0],3
18,420,28,[18.0],1
7,1812,59,[7.0],2
47,1305,98,[47.0],0
45,2220,4,[45.0],0
19,500E,3,[19.0],1
31,2012,17,[31.0],3
4,5004,3,[4.0],2
31,1780,23,[31.0],3
36,1752,38,[36.0],3
40,2024,10,[40.0],3
19,501A,4,[19.0],1
38,1821,2,[38.0],3
30,870,24,[30.0],4
49,265,19,[49.0],0
9,340,19,[9.0],2
45,4210,2,[45.0],0
43,1811,39,[43.0],0
16,1565,6,[16.0],1
20,4650,27,[20.0],1
10,1661,11,[10.0],2
34,2860,6,[34.0],3
27,041B,1,[27.0],4
27,1020,36,[27.0],4
11,1792,5,[11.0],1
28,2890,8,[28.0],4
50,5110,3,[50.0],0
23,4860,9,[23.0],4
31,3731,33,[31.0],3
30,4650,7,[30.0],4
11,495,9,[11.0],1
45,1350,28,[45.0],0
19,2014,3,[19.0],1
38,1090,2,[38.0],3
31,1220,8,[31.0],3
22,5111,5,[22.0],4
16,141C,15,[16.0],1
38,3731,10,[38.0],3
6,1900,1,[6.0],2
7,141B,84,[7.0],2
38,3970,3,[38.0],3
46,1570,29,[46.0],0
12,337,3,[12.0],1
29,500N,1,[29.0],4
38,2028,8,[38.0],3
9,4255,9,[9.0],2
15,1206,6,[15.0],1
44,501H,1,[44.0],0
15,5131,5,[15.0],1
17,331,8,[17.0],1
2,1020,17,[2.0],2
37,2210,3,[37.0],3
30,2220,3,[30.0],4
50,3970,3,[50.0],0
12,865,14,[12.0],1
37,1535,2,[37.0],3
24,3960,14,[24.0],4
9,266,51,[9.0],2
37,1792,10,[37.0],3
2,935,6,[2.0],2
6,1570,11,[6.0],2
3,5009,1,[3.0],2
41,1750,20,[41.0],0
42,1477,11,[42.0],0
21,482,2,[21.0],4
25,1242,6,[25.0],4
21,340,27,[21.0],4
38,4652,1,[38.0],3
38,1661,1,[38.0],3
12,1025,3,[12.0],1
8,3960,7,[8.0],2
29,890,377,[29.0],4
11,1320,949,[11.0],1
26,1345,27,[26.0],4
22,1310,489,[22.0],4
43,1320,829,[43.0],0
43,1360,62,[43.0],0
9,440,17,[9.0],2
26,1130,109,[26.0],4
7,1360,70,[7.0],2
14,1150,75,[14.0],1
32,1155,12,[32.0],3
41,1150,188,[41.0],0
41,1130,160,[41.0],0
20,420,128,[20.0],1
28,870,104,[28.0],4
28,1150,199,[28.0],4
16,880,74,[16.0],1
48,1156,45,[48.0],0
21,1821,65,[21.0],4
41,1305,33,[41.0],0
16,1345,54,[16.0],1
27,330,70,[27.0],4
45,1121,24,[45.0],0
20,1305,21,[20.0],1
30,1345,17,[30.0],4
20,580,21,[20.0],1
20,2025,10,[20.0],1
34,484,41,[34.0],3
22,1122,10,[22.0],4
20,261,11,[20.0],1
27,2034,10,[27.0],4
34,2022,19,[34.0],3
8,1195,12,[8.0],2
45,870,31,[45.0],0
33,051B,5,[33.0],3
20,2023,8,[20.0],1
7,890,536,[7.0],2
3,870,116,[3.0],2
24,2024,2170,[24.0],4
45,320,69,[45.0],0
24,460,2402,[24.0],4
2,1150,950,[2.0],2
4,031A,429,[4.0],2
32,820,2568,[32.0],3
11,1750,26,[11.0],1
42,430,206,[42.0],0
25,820,1459,[25.0],4
3,890,720,[3.0],2
7,5001,27,[7.0],2
2,620,375,[2.0],2
5,1156,60,[5.0],2
28,530,182,[28.0],4
44,1320,662,[44.0],0
6,143A,607,[6.0],2
32,031A,231,[32.0],3
8,1822,63,[8.0],2
29,041A,288,[29.0],4
39,520,46,[39.0],3
4,1150,289,[4.0],2
3,2826,197,[3.0],2
24,2027,691,[24.0],4
26,312,30,[26.0],4
41,5001,31,[41.0],0
28,1821,553,[28.0],4
6,910,1497,[6.0],2
48,860,648,[48.0],0
19,1154,147,[19.0],1
21,4651,27,[21.0],4
47,918,4,[47.0],0
22,520,78,[22.0],4
12,1305,79,[12.0],1
34,520,140,[34.0],3
19,5011,14,[19.0],1
7,325,29,[7.0],2
16,1305,75,[16.0],1
1,1242,16,[1.0],2
37,1566,3,[37.0],3
15,2024,214,[15.0],1
30,2826,166,[30.0],4
46,1150,267,[46.0],0
13,610,562,[13.0],1
35,320,153,[35.0],3
2,1661,17,[2.0],2
2,1750,37,[2.0],2
20,2820,601,[20.0],1
24,041A,630,[24.0],4
44,850,44,[44.0],0
7,326,58,[7.0],2
16,5007,7,[16.0],1
9,2017,86,[9.0],2
50,420,27,[50.0],0
24,5000,70,[24.0],4
40,2826,163,[40.0],3
39,330,17,[39.0],3
16,1540,5,[16.0],1
45,2820,181,[45.0],0
21,5002,215,[21.0],4
47,810,1102,[47.0],0
37,1750,100,[37.0],3
47,1110,20,[47.0],0
1,1120,42,[1.0],2
21,143C,12,[21.0],4
9,325,18,[9.0],2
12,1320,850,[12.0],1
29,2028,27,[29.0],4
42,1720,3,[42.0],0
31,1710,14,[31.0],3
19,1242,4,[19.0],1
32,484,20,[32.0],3
11,2027,18,[11.0],1
30,033A,21,[30.0],4
34,313,30,[34.0],3
46,1365,70,[46.0],0
45,1154,132,[45.0],0
44,2820,86,[44.0],0
42,584,8,[42.0],0
32,1130,162,[32.0],3
23,2022,43,[23.0],4
26,920,108,[26.0],4
37,545,30,[37.0],3
42,4387,136,[42.0],0
45,5002,35,[45.0],0
24,2851,32,[24.0],4
3,1365,103,[3.0],2
20,330,87,[20.0],1
16,1152,82,[16.0],1
31,1130,139,[31.0],3
18,1540,11,[18.0],1
22,890,182,[22.0],4
9,2024,125,[9.0],2
33,5002,37,[33.0],3
14,530,54,[14.0],1
23,497,18,[23.0],4
35,1477,16,[35.0],3
44,291,7,[44.0],0
31,2022,93,[31.0],3
20,2093,80,[20.0],1
16,5111,56,[16.0],1
20,630,64,[20.0],1
27,1780,55,[27.0],4
8,325,39,[8.0],2
6,850,33,[6.0],2
20,340,33,[20.0],1
19,1121,33,[19.0],1
21,1156,64,[21.0],4
32,033A,26,[32.0],3
29,334,10,[29.0],4
16,2021,29,[16.0],1
21,1110,62,[21.0],4
37,1477,88,[37.0],3
12,620,168,[12.0],1
24,453,25,[24.0],4
47,1751,4,[47.0],0
38,545,17,[38.0],3
40,1750,25,[40.0],3
47,051A,31,[47.0],0
47,1544,4,[47.0],0
8,440,23,[8.0],2
31,440,7,[31.0],3
19,1710,15,[19.0],1
2,337,7,[2.0],2
36,141C,3,[36.0],3
39,2900,2,[39.0],3
2,5093,7,[2.0],2
46,2860,5,[46.0],0
5,557,9,[5.0],2
43,041A,5,[43.0],0
11,313,23,[11.0],1
50,1752,34,[50.0],0
18,440,12,[18.0],1
4,2090,4,[4.0],2
27,3970,4,[27.0],4
40,1752,20,[40.0],3
17,495,28,[17.0],1
34,334,6,[34.0],3
7,4255,13,[7.0],2
34,4386,5,[34.0],3
22,1220,10,[22.0],4
24,915,34,[24.0],4
29,2250,5,[29.0],4
7,1235,5,[7.0],2
21,291,6,[21.0],4
2,1755,2,[2.0],2
10,2012,11,[10.0],2
36,320,104,[36.0],3
37,462,3,[37.0],3
45,4651,5,[45.0],0
13,1020,36,[13.0],1
12,141C,10,[12.0],1
42,495,36,[42.0],0
6,1661,29,[6.0],2
9,1513,8,[9.0],2
29,1720,4,[29.0],4
9,1507,4,[9.0],2
13,930,40,[13.0],1
39,1477,9,[39.0],3
18,2012,5,[18.0],1
10,1200,5,[10.0],2
1,1025,4,[1.0],2
17,461,5,[17.0],1
25,1375,4,[25.0],4
6,1185,8,[6.0],2
1,550,4,[1.0],2
45,2026,1,[45.0],0
1,1010,1,[1.0],2
35,1780,25,[35.0],3
14,1544,9,[14.0],1
11,5131,2,[11.0],1
36,2220,5,[36.0],3
50,2230,1,[50.0],0
2,502T,6,[2.0],2
28,2029,4,[28.0],4
25,031B,7,[25.0],4
1,1206,13,[1.0],2
32,5007,4,[32.0],3
29,557,2,[29.0],4
49,930,33,[49.0],0
44,337,1,[44.0],0
9,1540,4,[9.0],2
5,1544,3,[5.0],2
4,4255,4,[4.0],2
17,583,5,[17.0],1
29,502T,2,[29.0],4
16,558,2,[16.0],1
38,1541,3,[38.0],3
35,3710,8,[35.0],3
35,810,1029,[35.0],3
34,1330,252,[34.0],3
15,1345,52,[15.0],1
29,860,173,[29.0],4
32,1460,3,[32.0],3
16,1150,126,[16.0],1
6,880,145,[6.0],2
16,520,149,[16.0],1
2,479,32,[2.0],2
14,1305,105,[14.0],1
22,1305,76,[22.0],4
1,1360,79,[1.0],2
33,1130,96,[33.0],3
30,1750,51,[30.0],4
37,850,35,[37.0],3
20,850,24,[20.0],1
28,1751,32,[28.0],4
19,470,22,[19.0],1
25,1710,15,[25.0],4
44,1122,17,[44.0],0
3,051B,14,[3.0],2
14,1121,18,[14.0],1
34,650,24,[34.0],3
10,141A,12,[10.0],2
31,1156,30,[31.0],3
49,1710,22,[49.0],0
11,141A,6,[11.0],1
32,1710,6,[32.0],3
36,440,9,[36.0],3
24,2095,233,[24.0],4
29,485,3,[29.0],4
29,4210,4,[29.0],4
26,454,12,[26.0],4
15,483,2,[15.0],1
35,1752,50,[35.0],3
7,1590,1,[7.0],2
4,1220,18,[4.0],2
19,484,18,[19.0],1
15,1541,1,[15.0],1
37,1480,3,[37.0],3
4,440,10,[4.0],2
9,450,2,[9.0],2
37,482,3,[37.0],3
6,2850,5,[6.0],2
11,2090,3,[11.0],1
25,910,703,[25.0],4
5,486,2479,[5.0],2
34,502P,132,[34.0],3
3,610,598,[3.0],2
17,5002,187,[17.0],1
39,460,633,[39.0],3
29,1320,1280,[29.0],4
20,610,1069,[20.0],1
28,1752,57,[28.0],4
17,051A,540,[17.0],1
26,1320,981,[26.0],4
7,920,179,[7.0],2
50,560,445,[50.0],0
37,910,1248,[37.0],3
14,320,192,[14.0],1
35,820,1413,[35.0],3
25,2820,221,[25.0],4
34,1156,63,[34.0],3
35,4387,88,[35.0],3
17,1710,36,[17.0],1
10,2825,203,[10.0],2
33,1120,40,[33.0],3
41,1153,313,[41.0],0
26,520,84,[26.0],4
15,4387,157,[15.0],1
3,143A,401,[3.0],2
17,320,402,[17.0],1
3,420,139,[3.0],2
35,460,735,[35.0],3
40,281,60,[40.0],3
16,281,96,[16.0],1
31,1478,1,[31.0],3
47,460,519,[47.0],0
16,810,870,[16.0],1
21,930,99,[21.0],4
47,2024,4,[47.0],0
36,520,61,[36.0],3
23,1154,90,[23.0],4
3,1130,201,[3.0],2
8,520,170,[8.0],2
41,1195,20,[41.0],0
6,930,147,[6.0],2
14,484,22,[14.0],1
45,1150,124,[45.0],0
49,3710,21,[49.0],0
37,051A,360,[37.0],3
23,810,858,[23.0],4
31,502P,141,[31.0],3
6,1150,217,[6.0],2
34,3731,84,[34.0],3
31,1025,5,[31.0],3
30,2825,180,[30.0],4
30,031A,176,[30.0],4
18,530,70,[18.0],1
46,051A,80,[46.0],0
33,560,369,[33.0],3
17,326,71,[17.0],1
5,2014,21,[5.0],2
15,1780,65,[15.0],1
4,530,66,[4.0],2
29,920,150,[29.0],4
40,910,438,[40.0],3
41,4387,107,[41.0],0
19,545,15,[19.0],1
9,1750,102,[9.0],2
49,454,30,[49.0],0
16,4387,146,[16.0],1
27,5011,70,[27.0],4
20,497,221,[20.0],1
1,2025,3,[1.0],2
21,1540,1,[21.0],4
10,5007,21,[10.0],2
2,915,45,[2.0],2
22,530,46,[22.0],4
8,1130,144,[8.0],2
24,5002,278,[24.0],4
18,1360,51,[18.0],1
2,1156,101,[2.0],2
38,281,43,[38.0],3
20,1152,129,[20.0],1
18,5000,32,[18.0],1
42,265,31,[42.0],0
1,5011,24,[1.0],2
19,2825,148,[19.0],1
28,2090,8,[28.0],4
43,2170,12,[43.0],0
26,420,61,[26.0],4
10,930,84,[10.0],2
40,1811,97,[40.0],3
30,1479,3,[30.0],4
7,5132,2,[7.0],2
27,3710,47,[27.0],4
20,2900,10,[20.0],1
46,2024,11,[46.0],0
18,2027,69,[18.0],1
23,2024,27,[23.0],4
35,520,77,[35.0],3
32,420,15,[32.0],3
9,1460,3,[9.0],2
3,1780,66,[3.0],2
7,1130,118,[7.0],2
5,1195,10,[5.0],2
5,143B,12,[5.0],2
25,330,35,[25.0],4
25,5110,11,[25.0],4
17,2021,17,[17.0],1
13,1752,60,[13.0],1
50,1750,27,[50.0],0
2,453,9,[2.0],2
9,1812,69,[9.0],2
30,1020,31,[30.0],4
25,3710,7,[25.0],4
38,326,11,[38.0],3
20,584,9,[20.0],1
46,5000,17,[46.0],0
26,554,10,[26.0],4
3,141C,15,[3.0],2
36,1812,9,[36.0],3
33,1020,21,[33.0],3
10,440,11,[10.0],2
40,1122,25,[40.0],3
27,2170,40,[27.0],4
34,1460,11,[34.0],3
46,4650,14,[46.0],0
26,1261,6,[26.0],4
30,1753,16,[30.0],4
25,495,16,[25.0],4
1,1780,12,[1.0],2
35,1822,6,[35.0],3
4,1155,19,[4.0],2
27,917,37,[27.0],4
22,141C,9,[22.0],4
20,2160,1,[20.0],1
49,5130,1,[49.0],0
31,1513,24,[31.0],3
3,2170,13,[3.0],2
11,484,31,[11.0],1
11,2023,3,[11.0],1
28,4255,3,[28.0],4
49,3960,7,[49.0],0
4,2170,6,[4.0],2
21,2890,5,[21.0],4
50,1242,15,[50.0],0
26,051B,7,[26.0],4
6,555,2,[6.0],2
28,266,52,[28.0],4
48,1582,5,[48.0],0
35,920,48,[35.0],3
31,545,14,[31.0],3
3,1710,31,[3.0],2
13,630,40,[13.0],1
26,5131,4,[26.0],4
20,1156,37,[20.0],1
8,5007,13,[8.0],2
26,1751,15,[26.0],4
42,1195,17,[42.0],0
6,1375,1,[6.0],2
15,263,7,[15.0],1
14,1477,51,[14.0],1
21,1582,9,[21.0],4
12,5003,1,[12.0],1
50,495,8,[50.0],0
27,552,5,[27.0],4
19,497,14,[19.0],1
6,4386,9,[6.0],2
20,1200,2,[20.0],1
47,325,3,[47.0],0
27,1754,42,[27.0],4
30,5110,2,[30.0],4
10,2220,7,[10.0],2
23,4255,2,[23.0],4
1,4650,4,[1.0],2
36,1670,8,[36.0],3
4,860,936,[4.0],2
20,560,1617,[20.0],1
13,1305,166,[13.0],1
2,1350,191,[2.0],2
17,1360,72,[17.0],1
27,1821,90,[27.0],4
24,485,9,[24.0],4
35,497,22,[35.0],3
8,880,58,[8.0],2
15,1753,23,[15.0],1
38,1375,5,[38.0],3
6,483,6,[6.0],2
45,1156,50,[45.0],0
42,1350,56,[42.0],0
34,1720,5,[34.0],3
2,334,16,[2.0],2
24,334,19,[24.0],4
42,2021,4,[42.0],0
33,1110,26,[33.0],3
24,2018,11,[24.0],4
34,1305,29,[34.0],3
5,1812,41,[5.0],2
6,1200,8,[6.0],2
9,2020,3,[9.0],2
40,1110,21,[40.0],3
45,1140,7,[45.0],0
21,461,4,[21.0],4
19,2850,4,[19.0],1
22,2092,7,[22.0],4
16,2025,16,[16.0],1
18,340,18,[18.0],1
18,810,853,[18.0],1
19,1156,50,[19.0],1
1,620,470,[1.0],2
15,031A,408,[15.0],1
31,1320,844,[31.0],3
9,1506,118,[9.0],2
1,312,35,[1.0],2
4,1153,762,[4.0],2
14,479,10,[14.0],1
21,860,1307,[21.0],4
24,810,1163,[24.0],4
16,430,275,[16.0],1
8,930,114,[8.0],2
35,486,876,[35.0],3
49,031A,117,[49.0],0
21,3731,84,[21.0],4
43,890,1248,[43.0],0
40,3960,2,[40.0],3
21,1320,1547,[21.0],4
41,1310,494,[41.0],0
27,497,118,[27.0],4
39,496,12,[39.0],3
21,326,71,[21.0],4
3,1210,85,[3.0],2
14,610,596,[14.0],1
43,860,650,[43.0],0
37,1812,53,[37.0],3
27,1154,187,[27.0],4
37,1320,1276,[37.0],3
28,1130,128,[28.0],4
11,560,687,[11.0],1
17,920,131,[17.0],1
15,1122,45,[15.0],1
26,325,27,[26.0],4
28,650,44,[28.0],4
5,1585,5,[5.0],2
6,281,91,[6.0],2
5,2024,61,[5.0],2
2,2091,78,[2.0],2
8,5002,176,[8.0],2
39,1811,104,[39.0],3
36,1154,99,[36.0],3
26,530,54,[26.0],4
36,1150,107,[36.0],3
31,496,22,[31.0],3
1,430,93,[1.0],2
25,1562,29,[25.0],4
37,502P,112,[37.0],3
41,2022,24,[41.0],0
8,935,6,[8.0],2
16,1130,103,[16.0],1
42,1140,73,[42.0],0
28,1206,11,[28.0],4
16,5002,141,[16.0],1
28,1822,194,[28.0],4
28,5001,49,[28.0],4
9,2900,5,[9.0],2
10,5011,14,[10.0],2
3,312,50,[3.0],2
2,143B,5,[2.0],2
25,141C,10,[25.0],4
7,1122,23,[7.0],2
20,496,142,[20.0],1
19,2826,165,[19.0],1
30,3970,6,[30.0],4
11,930,43,[11.0],1
17,553,7,[17.0],1
42,484,111,[42.0],0
13,2012,9,[13.0],1
